globaleventid	sqldate	monthyear	year	fractiondate	actor1code	actor1name	actor1countrycode	actor1knowngroupcode	actor1ethniccode	actor1religion1code	actor1religion2code	actor1type1code	actor1type2code	actor1type3code	actor2code	actor2name	actor2countrycode	actor2knowngroupcode	actor2ethniccode	actor2religion1code	actor2religion2code	actor2type1code	actor2type2code	actor2type3code	isrootevent	eventcode	eventbasecode	eventrootcode	quadclass	goldsteinscale	nummentions	numsources	numarticles	avgtone	actor1geo_type	actor1geo_fullname	actor1geo_countrycode	actor1geo_adm1code	actor1geo_lat	actor1geo_long	actor1geo_featureid	actor2geo_type	actor2geo_fullname	actor2geo_countrycode	actor2geo_adm1code	actor2geo_lat	actor2geo_long	actor2geo_featureid	actiongeo_type	actiongeo_fullname	actiongeo_countrycode	actiongeo_adm1code	actiongeo_lat	actiongeo_long	actiongeo_featureid	dateadded	sourceurl	record	url	authors	keywords	eventcode_1	eventdesc_1	eventbase	eventbasedesc	eventroot	eventrootdesc
490798369	20151203	201512	2015	2015.9123	GBRMSR	MONTSERRAT	GBR																		0	020	020	02	1	3.0	10	1	10	-0.26737967914439	1	Montserrat	MH	MH	16.75	-62.2	MH	0							1	Montserrat	MH	MH	16.75	-62.2	MH	20151203	http://www.shropshirestar.com/shropshire-business/city-news/2015/12/03/uk-overseas-territories-agree-to-say-who-profits-from-firms-on-registers/					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
490802103	20151203	201512	2015	2015.9123	BUS	INVESTOR						BUS			SWE	SWEDEN	SWE								1	046	046	04	1	7.0	2	1	2	2.57879656160459	1	Sweden	SW	SW	62	15	SW	1	Sweden	SW	SW	62	15	SW	1	Sweden	SW	SW	62	15	SW	20151203	http://www.finanznachrichten.de/nachrichten-2015-12/35784454-online-collaborative-music-making-solution-soundtrap-sees-explosive-growth-and-gets-dollar-1-5-million-in-funding-004.htm	355	http://www.finanznachrichten.de/nachrichten-2015-12/35784454-online-collaborative-music-making-solution-soundtrap-sees-explosive-growth-and-gets-dollar-1-5-million-in-funding-004.htm	['Business Wire']	['sees', 'school', 'soundtrap', 'early', 'total', 'online', 'musicmaking', 'music', 'investors', 'growth', 'solution', 'funding', 'million', 'gets', 'version', '2015', 'users', 'explosive']	046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
494911115	20151217	201512	2015	2015.9507	USA	DENVER	USA								USACOP	UNITED STATES	USA					COP			1	020	020	02	1	3.0	42	17	42	-10.639928489912	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	20151217	http://www.fox28iowa.com/template/inews_wire/wires.national/2364f66e-www.fox28iowa.com.shtml					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
502208662	20160114	201601	2016	2016.0384											USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	0.96649484536082	0							3	Park City, Utah, United States	US	USUT	40.6461	-111.498	1444206	3	Park City, Utah, United States	US	USUT	40.6461	-111.498	1444206	20160114	http://www.bloomberg.com/news/articles/2016-01-14/the-film-independent-director-kelly-reichardt	359	http://www.bloomberg.com/news/articles/2016-01-14/the-film-independent-director-kelly-reichardt	['Logan Hill']	['movies', 'released', 'woman', 'sundance', 'film', 'women', 'reichardt', 'films', 'work', 'filmmaker', 'movie', 'truly', 'independent']	042	Make a visit	042	Make a visit	042	Make a visit
506376741	20160128	201601	2016	2016.0767	USA	UNITED STATES	USA																		0	055	055	05	1	7.0	2	1	2	-1.38121546961326	3	Tempe, Arizona, United States	US	USAZ	33.4148	-111.909	12233	0							2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20160128	http://www.12news.com/story/news/local/valley/2016/01/27/phoenix-naacp-president-makes-offensive-remark-toward-12-news-reporter/79443392/					055	Apologize	055	Apologize	055	Apologize
506477051	20160128	201601	2016	2016.0767	MNCUSA	MICROSOFT	USA					MNC			BUS	COMPANY						BUS			1	020	020	02	1	3.0	10	1	10	2.23463687150838	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	20160128	http://www.nbcnews.com/politics/2016-election/sanders-camp-suspicious-microsoft-s-influence-iowa-caucus-n505756	8	http://www.nbcnews.com/politics/2016-election/sanders-camp-suspicious-microsoft-s-influence-iowa-caucus-n505756	['Alex Seitz-Wald', 'Alex Seitz-Wald Is Senior Digital Politics Reporter For Nbc News.']	['campaign', 'party', 'system', 'microsoft', 'sanders', 'caucus', 'caucuses', 'microsofts', 'suspicious', 'democratic', 'iowa', 'reporting', 'results', 'camp', 'influence']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
427899318	20150423	201504	2015	2015.3096	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	1	1	1	-1.9873532068654	3	Sandy Hook, Pennsylvania, United States	US	USPA	39.9951	-77.7778	1186951	0							3	Sandy Hook, Pennsylvania, United States	US	USPA	39.9951	-77.7778	1186951	20150423	http://www.springfieldnewssun.com/news/news/local-education/some-ohio-school-districts-have-guns-at-the-ready/nk2bp/					051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
429536802	20150430	201504	2015	2015.3288	MOSUAF	MUSLIM				MOS		UAF			CVL	POPULATION						CVL			0	190	190	19	4	-10.0	12	2	12	-7.79144952711832	4	Paris, RhôAlpes, France	FR	FRB9	45.6333	5.73333	-1445327	4	Bangui, Bangui, Central African Republic	CT	CT18	4.36667	18.5833	-1339562	4	Bangui, Bangui, Central African Republic	CT	CT18	4.36667	18.5833	-1339562	20150430	http://www.dw.de/un-suspends-aid-worker-for-leaking-car-sex-abuse-case-to-french-authorities/a-18419854	449	http://www.dw.de/un-suspends-aid-worker-for-leaking-car-sex-abuse-case-to-french-authorities/a-18419854	['Deutsche Welle', 'Www.Dw.Com']	['worker', 'known', 'car', 'leaking', 'protocol', 'central', 'abuse', 'case', 'authorities', 'witnesses', 'aid', 'french', 'serious', 'suspends', 'african', 'republic', 'soldiers', 'sex', 'information']	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below
435041396	20150521	201505	2015	2015.3863	AFR	AFRICA	AFR								REL	MONK									1	051	051	05	1	3.4	2	1	2	4.81927710843373	4	Rising Star, Northern Cape, South Africa	SF	SF08	-28.503	23.3861	-1276982	4	Rising Star, Northern Cape, South Africa	SF	SF08	-28.503	23.3861	-1276982	4	Rising Star, Northern Cape, South Africa	SF	SF08	-28.503	23.3861	-1276982	20150521	http://citizen.co.za/387170/the-yellow-jackets-dee-alexander-to-wow-at-joy-of-jazz/					051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
436629760	20150528	201505	2015	2015.4055	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								0	114	114	11	3	-2.0	2	1	2	-5.66801619433198	1	Turkey	TU	TU	39	35	TU	3	Klein Oak High School, Texas, United States	US	USTX	30.0961	-95.5185	2006015	1	Turkey	TU	TU	39	35	TU	20150528	http://www.chron.com/news/houston-texas/houston/article/Man-accused-in-terror-case-makes-court-appearance-6290508.php	451	http://www.chron.com/news/houston-texas/houston/article/Man-accused-in-terror-case-makes-court-appearance-6290508.php	['Cindy George', 'Written By']	['friend', 'appearance', 'accused', 'man', 'khan', 'khans', 'fight', 'houston', 'case', 'court', 'islamic', 'travel', 'isil', 'terror', 'syria', 'makes', 'complaint']	114	Complain officially 	114	Complain officially 	114	Complain officially 
440238204	20150611	201506	2015	2015.4411	IRQ	IRAQ	IRQ								LEG	PARLIAMENTARIAN						LEG			1	046	046	04	1	7.0	10	1	10	-2.97951582867784	4	Tawfiq, Baghdad, Iraq	IZ	IZ07	33.0184	44.3807	-3111806	4	Tawfiq, Baghdad, Iraq	IZ	IZ07	33.0184	44.3807	-3111806	4	Tawfiq, Baghdad, Iraq	IZ	IZ07	33.0184	44.3807	-3111806	20150611	http://ekurd.net/ep-conference-on-transitional-autonomous-governance-sinjar-2015-06-11	325	http://ekurd.net/ep-conference-on-transitional-autonomous-governance-sinjar-2015-06-11	['Editorial Staff']	['conference', 'representative', 'governance', 'european', 'shingal', 'iraqs', 'ep', 'thousands', 'president', 'yazidi', 'kurdish', 'hasan', 'autonomous', 'yazidis', 'transitional', 'sinjar']	046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
441929626	20150618	201506	2015	2015.4603	AFG	AFGHAN	AFG								PAK	PAKISTAN	PAK								1	073	073	07	2	7.4	3	1	3	-3.16455696202532	4	Bajaur Agency, Federally Administered Tribal Areas, Pakistan	PK	PK01	34.7573	71.4907	-2755560	4	Bajaur Agency, Federally Administered Tribal Areas, Pakistan	PK	PK01	34.7573	71.4907	-2755560	4	Bajaur Agency, Federally Administered Tribal Areas, Pakistan	PK	PK01	34.7573	71.4907	-2755560	20150618	http://www.thestatesman.com/news/world/afghan-soldier-rescued-by-pakistan-claim-rejected-by-kabul/70072.html	289	http://www.thestatesman.com/news/world/afghan-soldier-rescued-by-pakistan-claim-rejected-by-kabul/70072.html	[]	['rescued', 'ispr', 'rejected', 'afghanistan', 'pak', 'statement', 'soldier', 'durand', 'troops', 'wounded', 'claim', 'kabul', 'pakistani', 'afghan', 'hospital']	073	Provide humanitarian aid	073	Provide humanitarian aid	073	Provide humanitarian aid
441945965	20150618	201506	2015	2015.4603	ARG	ARGENTINA	ARG								GOV	DIPLOMAT						GOV			0	020	020	02	1	3.0	5	4	5	-2.82331439909603	1	Argentina	AR	AR	-34	-64	AR	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	50.7333	7.1	-1750167	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	50.7333	7.1	-1750167	20150618	http://www.businesstimes.com.sg/energy-commodities/pope-urges-drastic-fossil-fuel-emission-cut-to-protect-climate	453	http://www.businesstimes.com.sg/energy-commodities/pope-urges-drastic-fossil-fuel-emission-cut-to-protect-climate	[]	['urges', 'emission', 'change', 'protect', 'pope', 'climate', 'fossilfuel', 'nations', 'earth', 'wrote', 'called', 'francis', 'drastic', 'global', 'encyclical', 'cut']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
447533368	20150709	201507	2015	2015.5178	BUS	BANK						BUS													0	051	051	05	1	3.4	5	1	5	6.93950177935943	1	Gambia	GA	GA	13.4667	-16.5667	GA	0							1	Gambia	GA	GA	13.4667	-16.5667	GA	20150709	http://www.statehouse.gm/messages/message-acknowledgement-togo-pres-gnassingbe-frmr-ADB-president-donald-kaberuka_08072015.htm					051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
447649733	20150709	201507	2015	2015.5178	ZMB	ZAMBIA	ZMB																		0	020	020	02	1	3.0	2	1	2	-0.22321428571428	1	Tonga	TN	TN	-20	-175	TN	0							1	Tonga	TN	TN	-20	-175	TN	20150709	http://zambiareports.com/2015/07/09/hichilema-should-not-use-tongas-as-human-shields-grade-12-pupil/					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
449585785	20150716	201507	2015	2015.5370	LKA	SRI LANKA	LKA								LKAGOVBUS	CHAMPIKA RANAWAKA	LKA					GOV	BUS		0	110	110	11	3	-2.0	3	1	3	1.91387559808613	4	Colombo, Western, Sri Lanka	CE	CE36	6.93194	79.8478	-2214877	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Colombo, Western, Sri Lanka	CE	CE36	6.93194	79.8478	-2214877	20150716	http://dbsjeyaraj.com/dbsj/archives/42183	460	http://dbsjeyaraj.com/dbsj/archives/42183	[]	['mahinda', 'sri', 'mr', 'run', 'rajapaksa', 'power', 'alliance', 'president', 'temple', 'meetings', 'rajapakse', 'lanka', 'colombo', 'united', 'planned', 'sirisena', 'held', 'return', 'months']	110	Disapprove, not specified below	110	Disapprove, not specified below	110	Disapprove, not specified below
449779317	20150716	201507	2015	2015.5370											USA	WASHINGTON	USA								1	190	190	19	4	-10.0	3	1	3	-6.88775510204081	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Japan	JA	JA	36	138	JA	20150716	http://www.washingtonpost.com/blogs/capital-weather-gang/wp/2015/07/16/how-typhoons-at-the-end-of-world-war-ii-swamped-u-s-ships-and-nearly-saved-japan-from-defeat/	461	http://www.washingtonpost.com/blogs/capital-weather-gang/wp/2015/07/16/how-typhoons-at-the-end-of-world-war-ii-swamped-u-s-ships-and-nearly-saved-japan-from-defeat/	['Jack Williams']	['world', 'nearly', '1945', 'storm', 'swamped', 'saved', 'ships', 'typhoon', 'track', 'end', 'japan', 'halsey', 'fleet', 'japanese', 'okinawa', 'war', 'typhoons', 'ii']	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below
453499410	20150730	201507	2015	2015.5753											CVL	RESIDENTS						CVL			1	073	073	07	2	7.4	20	1	20	-4.95057599405425	0							4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20150730	http://www.israelnationalnews.com/News/News.aspx/198814	291	http://www.israelnationalnews.com/News/News.aspx/198814	[]	['begin', 'homes', 'town', 'returned', 'expel', 'soldiers', 'forces', 'security', 'eviction', 'families', 'returning', 'sanur']	073	Provide humanitarian aid	073	Provide humanitarian aid	073	Provide humanitarian aid
459255027	20150820	201508	2015	2015.6301											USA	UNITED STATES	USA								1	020	020	02	1	3.0	3	1	3	-4.51127819548872	0							3	Bexar County, Texas, United States	US	USTX	29.4502	-98.517	1383800	3	Bexar County, Texas, United States	US	USTX	29.4502	-98.517	1383800	20150820	http://www.foxsanantonio.com/news/features/top-stories/stories/parents-pose-online-stop-daughter-caught-sex-trafficking-scheme-15275.shtml					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
465569525	20150910	201509	2015	2015.6849	CHRCTH	CATHOLIC				CHR	CTH														0	020	020	02	1	3.0	15	2	15	-0.33583580251024	1	Philippines	RP	RP	13	122	RP	0							1	Philippines	RP	RP	13	122	RP	20150910	http://www.catholicherald.co.uk/commentandblogs/2015/09/10/the-weakest-of-the-weak-are-the-strongest-defence-against-the-euthanasia-lobby/					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
480140774	20151029	201510	2015	2015.8192	HUN	HUNGARY	HUN								CVL	MIGRANT						CVL			0	190	190	19	4	-10.0	2	1	2	-6.93815987933635	4	Roszke, CsongráHU, Hungary	HU	HU06	46.188	20.0337	-865452	4	Horgos, , Serbia	RI	RI00	46.1556	19.9725	-82680	4	Horgos, , Serbia	RI	RI00	46.1556	19.9725	-82680	20151029	http://www.njherald.com/story/30322830/the-latest-slovenia-says-heavy-migrant-traffic-continues					190	Use conventional military force, not specified below	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below
488571262	20151126	201511	2015	2015.8932	UGA	UGANDA	UGA								AFR	AFRICA	AFR								1	042	042	04	1	1.9	40	6	40	-2.18366152916845	1	Uganda	UG	UG	1	32	UG	1	Uganda	UG	UG	1	32	UG	1	Uganda	UG	UG	1	32	UG	20151126	http://www.recorder.com/news/nation/world/19695475-95/pope-brings-message-of-peace-to-africa-amid-security-fears	353	http://www.recorder.com/news/nation/world/19695475-95/pope-brings-message-of-peace-to-africa-amid-security-fears	['Domenic Poli -', 'Bera Dunau', 'Zack Deluca']	['francis', 'vatican', 'amid', 'peace', 'african', 'message', 'catholics', 'security', 'kenya', 'violence', 'pope', 'visit', 'brings', 'fears', 'africa']	042	Make a visit	042	Make a visit	042	Make a visit
492925215	20151210	201512	2015	2015.9315	NGA	NIGERIA	NGA								CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	3	1	3	-0.98684210526316	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	9.08333	7.53333	-1997013	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	8.83333	7.16667	-1997015	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	8.83333	7.16667	-1997015	20151210	http://www.punchng.com/bharam-fct-cautions-worship-centres-markets/					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
495203789	20151217	201512	2015	2015.9507	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	2	1	2	-3.85756676557864	3	Burns Harbor, Indiana, United States	US	USIN	41.6259	-87.1334	449809	0							3	Burns Harbor, Indiana, United States	US	USIN	41.6259	-87.1334	449809	20151217	http://www.nwitimes.com/news/local/porter/top-porter-county-cops-honored-by-drunk-driving-task-force/article_07aa8686-bb5c-5cf9-ab2c-cad87137518d.html	260	http://www.nwitimes.com/news/local/porter/top-porter-county-cops-honored-by-drunk-driving-task-force/article_07aa8686-bb5c-5cf9-ab2c-cad87137518d.html	['Joyce Russell Joyce.Russell Nwi.Com', 'Joyce Russell', 'The Times']	['mom', 'task', 'arrests', 'porter', 'harbor', 'honored', 'county', 'drunk', 'served', 'force', 'cops', 'officer', 'driving']	051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
502118752	20160114	201601	2016	2016.0384	CVL	COMMUNITY						CVL			COP	POLICE OFFICER						COP			0	042	042	04	1	1.9	10	1	10	1.11731843575419	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20160114	http://khqa.com/news/local/quincy-police-department-searches-for-more-minority-officers					042	Make a visit	042	Make a visit	042	Make a visit
502319313	20160114	201601	2016	2016.0384	SAU	SAUDI ARABIA	SAU																		0	073	073	07	2	7.4	1	1	1	-4.71938775510204	1	Thailand	TH	TH	15	100	TH	0							4	Akha, Mazandaran, Iran	IR	IR35	35.9262	52.2867	-3782602	20160114	http://www.asianews.it/news-en/ISIS-linked-group-carried-out-Jakarta-attacks-to-impose-itself-in-the-region-36398.html	292	http://www.asianews.it/news-en/ISIS-linked-group-carried-out-Jakarta-attacks-to-impose-itself-in-the-region-36398.html	['Fabrizio Meroni', 'P. Pasquale Simone', 'Gerolamo Fazzini', 'Vincenzo Faccioli Pintozzi', 'Paolo Nicelli']	['group', 'naim', 'asia', 'southeast', 'todays', 'impose', 'isis', 'soldiers', 'killed', 'isislinked', 'jakarta', 'attacks', 'terrorists', 'region', 'carried']	073	Provide humanitarian aid	073	Provide humanitarian aid	073	Provide humanitarian aid
506461238	20160128	201601	2016	2016.0767	JUD	SPECIAL COURT						JUD			IND	JHARKHAND	IND								1	042	042	04	1	1.9	40	4	40	-1.94022999808357	0							0							0							20160128	http://www.newkerala.com/news/2016/fullnews-13275.html	362	http://www.newkerala.com/news/2016/fullnews-13275.html	[]	['read', 'latest', 'live', 'learn', 'pet', 'headlines', 'parents', 'right']	042	Make a visit	042	Make a visit	042	Make a visit
508410584	20160204	201602	2016	2016.0932	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-5.08221225710015	3	Pinellas Park, Florida, United States	US	USFL	27.8428	-82.6995	288936	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Pinellas Park, Florida, United States	US	USFL	27.8428	-82.6995	288936	20160204	http://www.tdm.com/Top_News/US/2016/01/27/Terri-Schiavos-husband-slams-Jeb-Bush-ad-as-disgusting/5341453907047/					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
513027858	20160218	201602	2016	2016.1315	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								1	020	020	02	1	3.0	6	2	6	-2.01549741709715	1	Israel	IS	IS	31.5	34.75	IS	1	Israel	IS	IS	31.5	34.75	IS	4	Ramallah, West Bank (general), West Bank	WE	WE00	31.9026	35.1955	-795956	20160218	Ma'an News Agency website, Bethlehem/BBC Monitoring/(c) BBC					020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
513229728	20160218	201602	2016	2016.1315	BUSLAB	COMPANY						BUS	LAB		LAB	EMPLOYEE						LAB			1	046	046	04	1	7.0	20	1	10	2.85714285714286	0							0							0							20160218	http://gmatclub.com/forum/in-order-to-keep-the-competitive-edge-gained-by-our-extens-161242.html	363	http://gmatclub.com/forum/in-order-to-keep-the-competitive-edge-gained-by-our-extens-161242.html	[]	['employees', 'valuable', 'data', 'competitive', 'research', 'protect', 'info', 'information', 'employee', 'extensive', 'discuss', 'order', 'company', 'edge', 'gained']	046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
515203056	20160225	201602	2016	2016.1507	BUS	BUSINESS						BUS													1	141	141	14	3	-6.5	3	1	3	0.956937799043063	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20160225	http://www.fiercepharma.com/press-releases/icig-acquires-sandoz-site-frankfurt-h-chst	264	http://www.fiercepharma.com/press-releases/icig-acquires-sandoz-site-frankfurt-h-chst	[]	['investors', 'sandoz', 'chemical', 'clinical', 'site', 'trials', 'frankfurthöchst', 'acquires', 'cordenpharma', 'group', 'icig', 'virtual', 'antibiotics']	141	Demonstrate or rally	141	Demonstrate or rally	141	Demonstrate or rally
517475927	20160303	201603	2016	2016.1726	HLH	DOCTOR						HLH			MNCUSAMED	GOOGLE	USA					MNC	MED		1	042	042	04	1	1.9	10	1	10	1.00755667506297	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20160303	http://cbs4local.com/news/cbs4-special-reports/el-paso-brothers-embrace-burden-set-for-bucket-list-venture					042	Make a visit	042	Make a visit	042	Make a visit
521882382	20160317	201603	2016	2016.2110	GBRGOV	UNITED KINGDOM	GBR					GOV													0	051	051	05	1	3.4	2	1	2	-6.87134502923976	1	Greece	GR	GR	39	22	GR	0							1	United Kingdom	UK	UK	54	-2	UK	20160317	https://www.socialeurope.eu/2016/03/eu-turkey-agreement-syrian-refugees-illegal-shameful-deal/					051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
521958018	20160317	201603	2016	2016.2110	KOR	SOUTH KOREA	KOR								NZL	NEW ZEALAND	NZL								1	150	150	15	4	-7.2	1	1	1	2.66666666666667	4	Pohang, Kyongsang-bukto, South Korea	KS	KS14	36.0322	129.365	-713350	1	New Zealand	NZ	NZ	-41	174	NZ	4	Pohang, Kyongsang-bukto, South Korea	KS	KS14	36.0322	129.365	-713350	20160317	http://www.marines.mil/Photos.aspx?igphoto=2001481490	10	http://www.marines.mil/Photos.aspx?igphoto=2001481490	[]	['related', 'republish', '16', 'trademark', 'slogans', 'release', 'assaults', 'yong', 'simulates', 'ssang', 'photograph', 'public', 'restrictions', 'meu', '13th', 'image', 'warnings']	150	Demonstrate military or police power, not specified below	150	Demonstrate military or police power, not specified below	150	Demonstrate military or police power, not specified below
523976452	20160324	201603	2016	2016.2301	IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			REF	REFUGEE						REF			1	046	046	04	1	7.0	8	1	8	-5.48833189282628	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20160324	http://newsbusters.org/blogs/nb/brad-wilmouth/2016/03/23/cooper-invokes-internment-camps-pressing-cruz-anti-terrorism	364	http://newsbusters.org/blogs/nb/brad-wilmouth/2016/03/23/cooper-invokes-internment-camps-pressing-cruz-anti-terrorism	['Brad Wilmouth', 'Contributing Writer']	['camps', 'pressing', 'internment', 'terrorism', 'cooper', 'muslim', 'statement', 'enforcement', 'law', 'cruz', 'york', 'program', 'measures', 'antiterrorism', 'mayor', 'invokes', 'neighborhoods']	046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
524007122	20160324	201603	2016	2016.2301	KEN	KENYAN	KEN								UAF	MILITANT						UAF			1	190	190	19	4	-10.0	28	3	24	-9.58141527013275	4	Sarira, North-Eastern, Kenya	KE	KE06	-1.34583	41.2958	-2262167	4	Sarira, North-Eastern, Kenya	KE	KE06	-1.34583	41.2958	-2262167	4	Sarira, North-Eastern, Kenya	KE	KE06	-1.34583	41.2958	-2262167	20160324	http://www.iusbpreface.com/2016/03/24/one-dead-as-al-shabaab-militants-overrun-somalia-military-136619/					190	Use conventional military force, not specified below	190	Use conventional military force, not specified below	190	Use conventional military force, not specified below
515421382	20160225	201602	2016	2016.1507	HLH	PHYSICIAN						HLH			PSE	GAZA	PSE								0	020	020	02	1	3.0	8	1	8	-2.02884380347103	4	Rafah, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.3292	34.2311	10420173	4	Ministry Of Health, West Bank (general), West Bank	WE	WE00	32.2146	35.2763	11313432	4	Rafah, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.3292	34.2311	10420173	20160225	http://pchrgaza.org/en/?p=5755	9	http://pchrgaza.org/en/?p=5755	[]	['gaza', 'human', 'rights', 'palestinian', '30', 'strip', 'centre', 'border', 'crossings', 'state']	020	Appeal, not specified below	020	Appeal, not specified below	020	Appeal, not specified below
524134596	20160324	201603	2016	2016.2301	USA	UNITED STATES	USA								MED	PUBLICATION						MED			1	051	051	05	1	3.4	2	1	2	3.73001776198935	3	Chippewa Falls, Wisconsin, United States	US	USWI	44.9369	-91.3929	1563041	3	Chippewa Falls, Wisconsin, United States	US	USWI	44.9369	-91.3929	1563041	3	Chippewa Falls, Wisconsin, United States	US	USWI	44.9369	-91.3929	1563041	20160324	http://volumeone.org/news/1/posts/2016/03/24/13392_new_details_on_eatery_destined_for_oxbow_hotel	265	http://volumeone.org/news/1/posts/2016/03/24/13392_new_details_on_eatery_destined_for_oxbow_hotel	['Tom Giffey', 'Photos Andrea Paulseth']	['menu', 'emerge', 'berg', 'hotel', 'lakely', 'diners', 'eatery', 'chef', 'details', 'feature', 'native', 'oxbow', 'coming', 'local', 'kitchen']	051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
525993846	20160331	201603	2016	2016.2493	LEG	CHAMBER						LEG													1	051	051	05	1	3.4	6	1	6	2.07612456747405	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	0							3	Bloomington, Indiana, United States	US	USIN	39.1653	-86.5264	431207	20160331	http://www.tribstar.com/news/local_news/national-state-chambers-endorse-young-over-stutzman-for-senate/article_9d2d0473-ffce-5a6c-a248-89d170a9f050.html	266	http://www.tribstar.com/news/local_news/national-state-chambers-endorse-young-over-stutzman-for-senate/article_9d2d0473-ffce-5a6c-a248-89d170a9f050.html	['Sue Loughlin', 'Jim Avelis']	['national', 'notificationdescriptionemail', 'chambers', 'saving', 'problem', 'state', 'savedthere', 'items', 'stutzman', 'subject', 'endorse', 'sent', 'notifications', 'young', 'notification', 'senate', 'matching']	051	Praise or endorse	051	Praise or endorse	051	Praise or endorse
539684912	20160512	201605	2016	2016.3616											BUS	EMPLOYER						BUS			1	046	046	04	1	7.0	2	1	2	1.12359550561798	0							3	Anne Arundel County, Maryland, United States	US	USMD	39.0001	-76.6164	1710958	3	Anne Arundel County, Maryland, United States	US	USMD	39.0001	-76.6164	1710958	20160512	http://www.fredericknewspost.com/public/ap/gov-hogan-appoints-robert-neall-to-help-with-restructuring/article_4bc6034c-0850-50b9-b5c8-b95de5c7651a.html	367	http://www.fredericknewspost.com/public/ap/gov-hogan-appoints-robert-neall-to-help-with-restructuring/article_4bc6034c-0850-50b9-b5c8-b95de5c7651a.html	['Associated Press']	['appoints', 'recent', 'local', 'staff', 'going', 'updates', 'members', 'hogan', 'help', 'robert', 'neall', 'gov', 'restructuring', 'twitter', 'joining', 'instagram', 'newspost']	046	Engage in negotiation	046	Engage in negotiation	046	Engage in negotiation
