globaleventid	sqldate	monthyear	year	fractiondate	actor1code	actor1name	actor1countrycode	actor1knowngroupcode	actor1ethniccode	actor1religion1code	actor1religion2code	actor1type1code	actor1type2code	actor1type3code	actor2code	actor2name	actor2countrycode	actor2knowngroupcode	actor2ethniccode	actor2religion1code	actor2religion2code	actor2type1code	actor2type2code	actor2type3code	isrootevent	eventcode	eventbasecode	eventrootcode	quadclass	goldsteinscale	nummentions	numsources	numarticles	avgtone	actor1geo_type	actor1geo_fullname	actor1geo_countrycode	actor1geo_adm1code	actor1geo_lat	actor1geo_long	actor1geo_featureid	actor2geo_type	actor2geo_fullname	actor2geo_countrycode	actor2geo_adm1code	actor2geo_lat	actor2geo_long	actor2geo_featureid	actiongeo_type	actiongeo_fullname	actiongeo_countrycode	actiongeo_adm1code	actiongeo_lat	actiongeo_long	actiongeo_featureid	dateadded	sourceurl	record	url	authors	keywords	eventcode_1	eventdesc_1	eventbase	eventbasedesc	eventroot	eventrootdesc
467684816	20150917	201509	2015	2015.7041	RUS	RUSSIAN	RUS								PRK	NORTH KOREAN	PRK								1	125	125	12	3	-5.0	8	1	8	-5.63380281690141	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20150917	http://www.koreaherald.com/view.php?ud=20150917001068	259	http://www.koreaherald.com/view.php?ud=20150917001068	['The Korea Herald', 'Published', 'Sept', '-', 'Updated']	['korea', 'korean', 'threats', 'tiresome', 'koreas', 'brinksmanship', 'north', 'sanctions', 'nuclear', 'editorial', 'pyongyang', 'launch', 'state']	125	Reject proposal to meet, discuss, or negotiate	125	Reject proposal to meet, discuss, or negotiate	125	Reject proposal to meet, discuss, or negotiate
447641156	20150709	201507	2015	2015.5178	USA	UNITED STATES	USA																		0	017	017	01	1	0.0	14	7	14	-2.22451458272418	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	0							3	Charleston, South Carolina, United States	US	USSC	32.7766	-79.9309	1221516	20150709	http://gantdaily.com/2015/07/09/jenny-hornes-tearful-confederate-flag-speech-shakes-s-c-state-house/					017	Engage in symbolic act	017	Engage in symbolic act	017	Engage in symbolic act
447704260	20150709	201507	2015	2015.5178	UKR	UKRAINE	UKR								USABUS	UNITED STATES	USA					BUS			0	040	040	04	1	1.0	1	1	1	-3.32840236686391	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	50.4333	30.5167	-1044367	20150709	http://www.kyivpost.com/content/ukraine/fiala-eba-president-and-dragon-capital-ceo-says-patience-is-thin-393118.html					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
449655391	20150716	201507	2015	2015.5370	GOV	EMBASSY						GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	10	1	10	-7.8125	4	Ordos, China (general), China	CH	CH00	38.75	109.166	-1919149	4	Ordos, China (general), China	CH	CH00	38.75	109.166	-1919149	4	Ordos, China (general), China	CH	CH00	38.75	109.166	-1919149	20150716	http://news.webindia123.com/news/Articles/India/20150716/2642436.html	99	http://news.webindia123.com/news/Articles/India/20150716/2642436.html	[]	['uni', 'meet', 'beijing', 'soon', 'arrested', 'tourists', 'indian', 'held', 'terror', 'embassy', 'charges', 'officials', 'china', 'national']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
476235214	20151015	201510	2015	2015.7808	USAGOV	NASA	USA					GOV			USA	UNITED STATES	USA								1	084	084	08	2	7.0	2	1	2	0.52687038988409	3	Bradenton, Florida, United States	US	USFL	27.4989	-82.5748	279311	3	Bradenton, Florida, United States	US	USFL	27.4989	-82.5748	279311	3	Bradenton, Florida, United States	US	USFL	27.4989	-82.5748	279311	20151015	http://www.american-reporter.com/5,279/254.html	105	http://www.american-reporter.com/5,279/254.html	[]	['dummerston', 'holhut', 'hotels', 'american', '2008', 'randolph', 'joyce', 'newspaper', 'iraq', 'president', 'marcel', 'york', 'vt', 'reporter', 'daily', 'ga']	084	Return, release, not specified below	084	Return, release, not specified below	084	Return, release, not specified below
467743681	20150917	201509	2015	2015.7041	IRQ	IRAQ	IRQ																		0	040	040	04	1	1.0	4	1	4	-1.92019950124688	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	20150917	http://hotair.com/archives/2015/09/17/debate-number-2-cnns-missed-opportunity/	103	http://hotair.com/archives/2015/09/17/debate-number-2-cnns-missed-opportunity/	['Jazz Shaw', 'John Sexton', 'Karen Townsend', 'Ed Morrissey']	['tapper', 'thought', 'evening', 'policy', 'missed', 'going', 'candidates', 'trump', 'questions', 'night', 'cnns', 'number', 'debate', 'opportunity']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
494909645	20151217	201512	2015	2015.9507	KOR	SOUTH KOREAN	KOR								KORGOV	SOUTH KOREA	KOR					GOV			1	0831	083	08	2	5.0	8	4	8	2.37849304131714	1	Denmark	DA	DA	56	10	DA	1	Denmark	DA	DA	56	10	DA	1	Denmark	DA	DA	56	10	DA	20151217	http://www.dhakatribune.com/world/2015/dec/17/un-formally-kicks-race-next-secretary-general					0831	Accede to demands for change in leadership	0831	Accede to demands for change in leadership	0831	Accede to demands for change in leadership
469723142	20150924	201509	2015	2015.7233	CHRCTH	THE POPE				CHR	CTH				USA	UNITED STATES	USA								1	017	017	01	1	0.0	7	3	7	2.59257363567643	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Basilica Of The National Shrine Of The Immaculate Conception, District of Columbia, United States	US	USDC	38.9334	-77.0005	2062940	3	Basilica Of The National Shrine Of The Immaculate Conception, District of Columbia, United States	US	USDC	38.9334	-77.0005	2062940	20150924	http://wpri.com/2015/09/23/thousands-eagerly-await-papal-mass-in-washington/					017	Engage in symbolic act	017	Engage in symbolic act	017	Engage in symbolic act
502141032	20160114	201601	2016	2016.0384											SPY	INTELLIGENCE						SPY			0	040	040	04	1	1.0	8	1	8	0.35746201966041	0							2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	20160114	http://www.american-reporter.com/5,344/1023.html	111	http://www.american-reporter.com/5,344/1023.html	[]	['dummerston', 'holhut', 'hotels', 'american', '2008', 'randolph', 'joyce', 'newspaper', 'iraq', 'president', 'marcel', 'york', 'vt', 'reporter', 'daily', 'ga']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
502325696	20160114	201601	2016	2016.0384	EUR	EUROPE	EUR								AUS	AUSTRALIAN	AUS								1	130	130	13	3	-4.4	6	2	6	-2.04617111540303	4	Waroona, Western Australia, Australia	AS	AS08	-32.8432	115.922	-1607949	4	Waroona, Western Australia, Australia	AS	AS08	-32.8432	115.922	-1607949	4	Waroona, Western Australia, Australia	AS	AS08	-32.8432	115.922	-1607949	20160114	http://news.yahoo.com/climate-extremes-threaten-australias-wine-industry-211510600--finance.html	112	http://news.yahoo.com/climate-extremes-threaten-australias-wine-industry-211510600--finance.html	[]	['growers', 'states', 'say', 'threaten', 'extremes', 'australian', 'weather', 'australias', 'rain', 'industry', 'climate', 'wine']	130	Threaten, not specified below	130	Threaten, not specified below	130	Threaten, not specified below
504281451	20160121	201601	2016	2016.0575	JUD	PUBLIC DEFENDER						JUD			USA	UNITED STATES	USA								0	084	084	08	2	7.0	2	1	2	-2.92524377031419	3	Mount Garfield, Colorado, United States	US	USCO	37.6947	-107.636	187773	3	Mount Garfield, Colorado, United States	US	USCO	37.6947	-107.636	187773	3	Mount Garfield, Colorado, United States	US	USCO	37.6947	-107.636	187773	20160121	http://www.gjsentinel.com/news/articles/girl-gets-1year-probation-8232for-threats-against					084	Return, release, not specified below	084	Return, release, not specified below	084	Return, release, not specified below
508547467	20160204	201602	2016	2016.0932	ARM	ARMENIA	ARM								CVL	NEIGHBOURHOOD						CVL			0	071	071	07	2	7.4	3	1	3	0.50505050505051	1	Armenia	AM	AM	40	45	AM	1	Armenia	AM	AM	40	45	AM	1	Armenia	AM	AM	40	45	AM	20160204	http://www.finchannel.com/index.php/business/item/53967-the-first-eap-csf-steering-committee-meeting-of-this-year-was-held-in-brussels	264	http://www.finchannel.com/index.php/business/item/53967-the-first-eap-csf-steering-committee-meeting-of-this-year-was-held-in-brussels	['The Financial']	['network', 'increase', 'regional', 'airlines', 'turboprop', 'followon', 'ethiopian', 'africa', 'bombardier', 'aircraft', 'service', 'fleet', 'order', 'q400']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
510632153	20160211	201602	2016	2016.1123	DEU	GERMAN	DEU								LAB	WORKER						LAB			0	013	013	01	1	0.4	1	1	1	-4.50097847358121	4	Mangfall, Bayern, Germany	GM	GM02	47.85	12.1333	-1822898	4	Munich, Bayern, Germany	GM	GM02	48.15	11.5833	-1829149	4	Mangfall, Bayern, Germany	GM	GM02	47.85	12.1333	-1822898	20160211	http://www.ameripublications.com/several-dead-in-germany-train-crash/85290					013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
515267138	20160225	201602	2016	2016.1507	FRA	FRENCH	FRA								IRN	IRAN	IRN								0	013	013	01	1	0.4	5	1	5	1.36986301369863	4	Chatillon, France (general), France	FR	FR00	48.8024	2.29346	-1419263	1	Iran	IR	IR	32	53	IR	1	Iran	IR	IR	32	53	IR	20160225	http://www.menafn.com/1094607323/Frances-restructured-Peugeot-back-in-black	174	http://www.menafn.com/1094607323/Frances-restructured-Peugeot-back-in-black	[]	['black', 'psa', 'plan', 'restructured', 'results', 'operating', 'peugeot', 'euros', 'carmaker', 'group', 'billion', 'return', 'frances']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
517525984	20160303	201603	2016	2016.1726	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	4	1	4	0.718685831622173	3	Upshur County, Texas, United States	US	USTX	32.7335	-94.9502	1384015	0							3	Upshur County, Texas, United States	US	USTX	32.7335	-94.9502	1384015	20160303	http://www.news-journal.com/news/2016/mar/02/senate-district-1-contest-potential-subject-for-re/					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
490876503	20151203	201512	2015	2015.9123	USAGOV	OBAMA	USA					GOV													1	040	040	04	1	1.0	10	1	10	-0.33670033670033	1	Saint Lucia	ST	ST	13.8833	-61.1333	ST	0							1	Saint Lucia	ST	ST	13.8833	-61.1333	ST	20151203	http://www.stlucianewsonline.com/prime-minister-anthony-meets-with-president-obamma-at-cop21/	106	http://www.stlucianewsonline.com/prime-minister-anthony-meets-with-president-obamma-at-cop21/	[]	['saint', 'climate', 'small', 'cop21', 'island', 'meeting', 'anthony', 'change', 'obama', 'president', 'meets', 'nations', 'countries', 'paris']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
495111113	20151217	201512	2015	2015.9507											EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	-0.9478672985782	0							4	Chisinau, Chisinau, Moldova	MD	MD57	47.0056	28.8575	-2276223	4	Chisinau, Chisinau, Moldova	MD	MD57	47.0056	28.8575	-2276223	20151217	http://www.civic.md/stiri-ong/30784-safe-to-school-safe-to-home-pilot-intervention.html	109	http://www.civic.md/stiri-ong/30784-safe-to-school-safe-to-home-pilot-intervention.html	['Alte Articole']	['pentru', 'oferite', 'school', 'intervention', 'starnet', 'hostingul', 'gratuit', 'sunt', 'si', 'pilot', 'serviciile', 'internet', 'safe', 'portalului']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
497048356	20151224	201512	2015	2015.9699	BUS	BUSINESS						BUS													1	071	071	07	2	7.4	5	1	5	3.38028169014084	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20151224	http://www.buffalo.edu/news/releases/2015/12/036.html	262	http://www.buffalo.edu/news/releases/2015/12/036.html	[]	['business', 'startup', 'auctions', 'technology', 'featured', 'buffalo', 'banner', 'ub', 'startups', 'york', 'university', 'ubrelated', 'company']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
502125070	20160114	201601	2016	2016.0384	SAU	SAUDI	SAU								IRN	IRAN	IRN								1	138	138	13	3	-7.0	1	1	1	-3.08310991957105	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	Saudi Arabia	SA	SA	25	45	SA	20160114	Middle East Arabic press review from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC					138	Threaten to use military force, not specified below	138	Threaten to use military force, not specified below	138	Threaten to use military force, not specified below
521882853	20160317	201603	2016	2016.2110	MED	WEBSITE						MED													1	071	071	07	2	7.4	20	4	20	-8.36093977830489	1	China	CH	CH	35	105	CH	0							1	China	CH	CH	35	105	CH	20160317	http://www.ecns.cn/2016/03-17/203362.shtml	265	http://www.ecns.cn/2016/03-17/203362.shtml	[]	['wrongdoers', 'watchdog', 'cpc', 'party', 'criminal', 'accepting', 'yuan', 'graft', 'latest', 'discipline', 'cases', 'website', 'china', 'publicizes', 'warnings']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
504460599	20160121	201601	2016	2016.0575	RUS	RUSSIA	RUS								GBR	UNITED KINGDOM	GBR								1	174	174	17	4	-5.0	1	1	1	-4.06504065040651	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20160121	http://www.aljazeera.com/blogs/europe/2016/01/litvinenko-inquiry-british-humour-russian-theories-160121193534844.html	113	http://www.aljazeera.com/blogs/europe/2016/01/litvinenko-inquiry-british-humour-russian-theories-160121193534844.html	['Rory Challands']	['case', 'russian', 'humour', 'relations', 'russians', 'british', 'looks', 'uk', 'lugovoi', 'inquiry', 'sour', 'theories', 'russia', 'litvinenko']	174	Expel or deport individuals	174	Expel or deport individuals	174	Expel or deport individuals
525933564	20160331	201603	2016	2016.2493	USA	WASHINGTON	USA																		1	080	080	08	2	5.0	8	2	8	-1.51259559154296	1	Mexico	MX	MX	23	-102	MX	0							1	Mexico	MX	MX	23	-102	MX	20160331	http://www.myhighplains.com/news/border-patrol-union-endorses-trump-for-president	119	http://www.myhighplains.com/news/border-patrol-union-endorses-trump-for-president	['Wfla', 'Nexstar Media Wire', 'Staci Dasilva']	['union', 'trump', 'president', 'endorses', 'immigration', 'patrol', 'border', 'trumps', 'southern', 'presidential', 'statement', 'national']	080	Yield, not specified below 	080	Yield, not specified below 	080	Yield, not specified below 
528124453	20160407	201604	2016	2016.2658	EDU	SCHOOL						EDU			USA	HAWAII	USA								0	071	071	07	2	7.4	5	1	5	-2.46198406951485	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20160407	http://www.businesswire.com/news/home/20160406006513/en/Fitch-Affirms-Kauai-County-GOs-AA--Outlook	266	http://www.businesswire.com/news/home/20160406006513/en/Fitch-Affirms-Kauai-County-GOs-AA--Outlook	[]	['stable', 'fund', 'general', 'ratings', 'gos', 'fiscal', 'fitch', 'county', 'aa', 'criteria', 'balance', 'tax', 'rating', 'revenue', 'outlook', 'kauai', 'affirms']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
528384552	20160407	201604	2016	2016.2658	DEU	GERMANY	DEU								MED	NEWSPAPER						MED			1	013	013	01	1	0.4	2	1	2	-3.84615384615385	1	Germany	GM	GM	51	9	GM	1	Germany	GM	GM	51	9	GM	1	Germany	GM	GM	51	9	GM	20160407	http://www.stljewishlight.com/news/world/article_9c6b8bde-c584-5712-a43f-57e15f587d85.html	176	http://www.stljewishlight.com/news/world/article_9c6b8bde-c584-5712-a43f-57e15f587d85.html	['Marcy Oster']	['strips', 'place', 'video', 'senior', 'touch', 'citizenship', 'zoom', 'work', 'town', 'stay', 'hitlers', 'online', 'honorary', 'shelter', 'german', 'pandemic']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
515299610	20160225	201602	2016	2016.1507	IGOEUREEC	THE EU	EUR	EEC				IGO													0	040	040	04	1	1.0	6	1	6	-0.78947368421053	1	Poland	PL	PL	52	20	PL	0							1	Poland	PL	PL	52	20	PL	20160225	http://www.ourwindsor.ca/opinion-story/6342780-james-laxer-david-cameron-s-historic-gamble-on-europe/	117	http://www.ourwindsor.ca/opinion-story/6342780-james-laxer-david-cameron-s-historic-gamble-on-europe/	['James Laxer']	['gamble', 'laxer', 'david', 'camerons', 'historic', 'james', 'europe']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
532888602	20160421	201604	2016	2016.3041	CAN	CANADIAN	CAN																		0	071	071	07	2	7.4	2	1	2	-1.16405965805748	4	Prince George, British Columbia, Canada	CA	CA02	53.9167	-122.767	-571732	0							4	Prince George, British Columbia, Canada	CA	CA02	53.9167	-122.767	-571732	20160421	http://www.castanet.net/edition/news-story-163808-3-.htm	267	http://www.castanet.net/edition/news-story-163808-3-.htm	[]	['vancouver', 'council', 'closing', 'square', 'st', 'public', 'downtown', 'block', 'city', 'stretch', 'robson', 'bc', 'street', 'oneblock']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
532936598	20160421	201604	2016	2016.3041	BUD	BUDDHIST				BUD					BTN	BHUTAN	BTN								1	040	040	04	1	1.0	8	1	4	2.24719101123595	4	Thimphu, Thimphu, Bhutan	BT	BT20	27.4833	89.6	-2211419	4	Thimphu, Thimphu, Bhutan	BT	BT20	27.4833	89.6	-2211419	4	Thimphu, Thimphu, Bhutan	BT	BT20	27.4833	89.6	-2211419	20160421	http://www.bignewsnetwork.com/news/243382435/kate-middleton-and-prince-william-meet-with-buddhist-nun-from-kent-in-bhutan					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
542008465	20160519	201605	2016	2016.3808	OPP	ACTIVIST						OPP			USA	BOSTON	USA								0	040	040	04	1	1.0	1	1	1	-2.0125786163522	3	Middlesex County, Massachusetts, United States	US	USMA	42.4998	-71.3328	606935	3	Middlesex County, Massachusetts, United States	US	USMA	42.4998	-71.3328	606935	3	Middlesex County, Massachusetts, United States	US	USMA	42.4998	-71.3328	606935	20160519	http://www.mirrorspectator.com/2016/05/19/adl-releases-statement-recognizing-armenian-genocide-support-for-us-recognition/	122	http://www.mirrorspectator.com/2016/05/19/adl-releases-statement-recognizing-armenian-genocide-support-for-us-recognition/	['The Armenian Mirror-Spectator', 'More Author']	['adls', 'armenian', 'community', 'koutoujian', 'releases', 'recognizing', 'genocide', 'recognition', 'lot', 'jewish', 'statement', 'support', 'adl']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
544207714	20160526	201605	2016	2016.4000	HLH	DOCTOR						HLH			AFR	AFRICA	AFR								1	013	013	01	1	0.4	12	1	12	3.44729344729345	4	Queensburgh, KwaZulu-Natal, South Africa	SF	SF02	-29.8683	30.9142	-1274429	4	Queensburgh, KwaZulu-Natal, South Africa	SF	SF02	-29.8683	30.9142	-1274429	4	Queensburgh, KwaZulu-Natal, South Africa	SF	SF02	-29.8683	30.9142	-1274429	20160526	http://classic.iol.co.za/lifestyle/people/hearing-wedding-bells-from-a-hospital-bed-1.2026562					013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
546470633	20160602	201606	2016	2016.4164	BUS	COMPANY						BUS													1	084	084	08	2	7.0	10	1	10	0.692520775623271	4	Taipei, T'ai-pei, Taiwan	TW	TW03	25.0478	121.532	-2637882	0							4	Taipei, T'ai-pei, Taiwan	TW	TW03	25.0478	121.532	-2637882	20160602	http://www.fudzilla.com/news/graphics/40809-evga-shows-off-geforce-gtx-1080-classified-and-hybrid-cards	123	http://www.fudzilla.com/news/graphics/40809-evga-shows-off-geforce-gtx-1080-classified-and-hybrid-cards	['Jon Worrel']	['classified', 'cooler', 'geforce', 'acx', 'shows', 'clock', 'power', 'gtx', 'cards', '1080', 'evga', 'hybrid']	084	Return, release, not specified below	084	Return, release, not specified below	084	Return, release, not specified below
